;Bacillus_licheniformis;Bacillus_altitudinis;Bacillus_cereus;Bacillus_pumilus;Bacillus_simplex;Bacillus_megaterium;Geobacillus_subterraneus;Bacillus_flexus;Bacillus_atrophaeus
0;0.8910739332139509;0.8130607133564599;0.7117397137295031;0.8954493795880383;0.713574921622554;0.9967656523578052;0.7265538027222932;0.6505733145477206;0.4134444718854496
